name,schulform,stadt,standorttyp,lat,lon,street,plz,data_2014
Gymnasium Maria Königin Altenhundem,Gymnasium,Lennestadt,1,51.098,8.061,Missionshaus 1,57368,0
Sankt-Franziskus-Gymnasium Olpe,Gymnasium,Olpe,1,51.026,7.846,Kolpingstraße 12,57462,0
Städtisches Gymnasium Olpe (Seminarstraße),Gymnasium,Olpe,1,51.033,7.847,Seminarstraße 1,57462,0
Hauptschule im Wiesengrund (läuft 2017 aus),Hauptschule,Iserlohn,5,51.378,7.719,Im Wiesengrund 35,58636,0
Martin-Luther-Hauptschule,Hauptschule,Iserlohn,5,51.376,7.688,Gerlingser Weg 7,58638,0
Zeppelinschule Plettenberg,Hauptschule,Plettenberg,4,51.205,7.871,Zeppelinstraße 24,58840,0
Albert-Schweitzer-Hauptschule (geschlossen),Hauptschule,Lüdenscheid,5,51.224,7.644,Kaiserallee 28,58511,0
Städtische Gemeinschaftshauptschule Balve (Am Krumpaul),Hauptschule,Balve,2,51.329,7.853,Am Krumpaul 6,58802,0
Hauptschule Letmathe,Hauptschule,Iserlohn,3,51.373,7.604,Aucheler Str. 12,58642,0
Hauptschule Am Gelben Morgen,Hauptschule,Menden,4,51.43,7.794,Windthorststraße 36,58706,0
Bonifatiusschule,Hauptschule,Menden,5,51.433,7.761,Margueritenweg 5,58708,0
Märkische Schule Hemer,Hauptschule,Hemer,4,51.388,7.755,Parkstraße 50,58675,0
Hauptschule Lendringsen (geschlossen),Hauptschule,Menden,4,51.421,7.848,Bieberberg 112,58710,0
Schule Stadtpark,Hauptschule,Lüdenscheid,4,51.213,7.595,Parkstraße 160,58509,0
Freie Christliche Schule Lüdenscheid,Evangelische Hauptschule,Lüdenscheid,2,51.207,7.635,Am Schäferland 1,58515,0
Realschule am Bömberg,Realschule,Iserlohn,5,51.379,7.712,Schleddenhofer Weg 61,58636,0
Realschule Letmathe,Realschule,Iserlohn,3,51.367,7.617,Von-der-Kuhlen-Straße 12,58642,0
Geschwister-Scholl-Realschule,Realschule,Plettenberg,2,51.232,7.855,Albert-Schweitzer-Straße 4,58840,0
Städtische Realschule Werdohl (Brüderstraße),Realschule,Werdohl,4,51.256,7.767,Brüderstraße 41,58791,0
Realschule Halver (Humboldtstraße),Realschule,Halver,2,51.187,7.495,Humboldtstraße 5,58553,0
Theodor-Heuss-Realschule,Realschule,Lüdenscheid,4,51.213,7.656,Gustavstraße 37,58511,0
Richard-Schirrmann-Schule,Realschule,Lüdenscheid,4,51.224,7.605,Buckesfelder Str. 73,58509,0
Schulzentrum Rothenstein,Realschule,Meinerzhagen,3,51.108,7.659,Schulzentrum Rothenstein,58540,0
Städtische Realschule Balve (Am Krumpaul),Realschule,Balve,1,51.329,7.854,Am Krumpaul 4,58802,0
Realschule Letmathe,Realschule,Iserlohn,3,51.367,7.617,Von-der-Kuhlen-Straße 12,58642,0
Städtische Realschule Menden (Windthorststraße),Realschule,Menden,2,51.429,7.795,Klosterstraße 20,58706,0
Hans-Prinzhorn-Realschule,Realschule,Hemer,3,51.39,7.775,Urbecker Str. 52,58675,0
Realschule Lendringsen,Realschule,Menden,2,51.429,7.795,Klosterstraße 20,58706,0
Realschule am Hemberg,Realschule,Iserlohn,3,51.389,7.705,Alexander-Pfänder-Weg 9,58636,0
Freie Christliche Schule ,Realschule,Lüdenscheid,2,51.207,7.635,Am Schäferland 1,58515,0
Richard-Schirrmann-Realschule,Realschule,Altena,3,51.296,7.681,Nettestraße 58,58762,0
Gesamtschule Otto-Ruhe-Straße,Gesamtschule,Kierspe,3,51.129,7.594,Otto-Ruhe-Straße 2,58566,0
Adolf-Reichwein-Gesamtschule,Gesamtschule,Lüdenscheid,3,51.234,7.626,Eulenweg 2,58507,0
Gesamtschule Iserlohn,Gesamtschule,Iserlohn,4,51.386,7.69,Langerfeldstraße 84,58638,0
Albert-Einstein-Gesamtschule,Gesamtschule,Werdohl,3,51.253,7.782,Stadionstraße 50,58791,0
Gesamtschule Hemer (Parkstraße),Gesamtschule,Hemer,2,51.388,7.757,Parkstraße 48,58675,0
Märkisches Gymnasium,Gymnasium,Iserlohn,3,51.389,7.7,Alexander-Pfänder-Weg 7,58636,0
Gymnasium an der Stenner,Gymnasium,Iserlohn,3,51.378,7.698,Stennerstraße 5,58636,0
Burggymnasium,Gymnasium,Altena,2,51.298,7.67,Bismarckstraße 10,58762,0
Albert-Schweitzer-Gymnasium,Gymnasium,Plettenberg,2,51.232,7.856,Albert-Schweitzer-Straße 2,58840,0
Anne-Frank-Gymnasium,Gymnasium,Halver,1,51.184,7.491,Kantstraße 2,58553,0
Bergstadt-Gymnasium,Gymnasium,Lüdenscheid,3,51.22,7.645,Saarlandstraße 5,58511,0
Geschwister-Scholl-Gymnasium,Gymnasium,Lüdenscheid,2,51.214,7.635,Hochstraße 27,58511,0
Zeppelin-Gymnasium,Gymnasium,Lüdenscheid,2,51.213,7.636,Staberger Str. 10,58511,0
Evangelisches Gymnasium Meinerzhagen,Gymnasium,Meinerzhagen,1,51.111,7.636,Christoph-Friedrich-Baehrens-Straße,58540,0
Privates Aufbaugymnasium,Gymnasium,Iserlohn,2,51.384,7.719,Bismarckstraße 4,58636,0
Gymnasium Letmathe,Gymnasium,Iserlohn,2,51.373,7.606,Aucheler Str. 6,58642,0
Heilig-Geist-Gymnasium (2015: Zusammenschluss zu Gymnasium der Stadt Menden),Gymnasium,Menden,2,51.435,7.796,Walramstraße 2-6,58706,0
Walram-Gymnasium (2015: Zusammenschluss zu Gymnasium der Stadt Menden),Gymnasium,Menden,2,51.435,7.796,Walramstraße 2-6,58706,0
Walburgis-Gymnasium,Gymnasium,Menden,2,51.443,7.796,Schwitter Weg 22,58706,0
Friedrich-Leopold-Woeste-Gymnasium,Gymnasium,Hemer,2,51.385,7.758,Albert-Schweitzer-Straße 1,58675,0
Hauptschule Oldentrup (geschlossen),Hauptschule,Bielefeld,5,52.027,8.596,Beckerstraße 9-11,33719,0
Johannes-Rau-Schule,Hauptschule,Bielefeld,5,51.942,8.579,Wintersheide 32,33689,0
Baumheideschule,Hauptschule,Bielefeld,5,52.047,8.591,Schlehenweg 24,33609,0
Brodhagenschule,Hauptschule,Bielefeld,5,52.042,8.516,Am Brodhagen 50,33613,0
Hauptschule Jöllenbeck,Hauptschule,Bielefeld,4,52.095,8.52,Volkeningstraße 3,33739,0
Marktschule (2016 geschlossen9,Hauptschule,Bielefeld,5,51.985,8.514,Stadtring 39,33647,0
Brackweder Realschule,Realschule,Bielefeld,5,51.985,8.502,Kölner Str. 40,33647,0
Realschule Heepen,Realschule,Bielefeld,5,52.029,8.601,Alter Postweg 33,33719,0
Friedrich-von Bodelschwingh-Schule,Realschule,Bielefeld,3,52.005,8.524,An der Rehwiese 65,33617,0
Realschule Senne,Realschule,Bielefeld,3,51.96,8.528,Klashofstraße 79,33659,0
Luisenschule,Realschule,Bielefeld,5,52.027,8.538,Paulusstraße 9-11,33602,0
Realschule Jöllenbeck,Realschule,Bielefeld,3,52.098,8.519,Dörpfeldstraße 8,33739,0
Bosseschule,Realschule,Bielefeld,5,52.029,8.518,Bossestraße 10,33615,0
Gertrud-Bäumer-Realschule,Realschule,Bielefeld,5,52.032,8.515,Stapenhorststraße 100,33615,0
Theodor-Heuss-Schule,Realschule,Bielefeld,4,51.942,8.58,Wintersheide 30,33689,0
Kuhloschule,Realschule,Bielefeld,5,51.942,8.58,Wintersheide 30,33689,0
Gesamtschule Rosenhöhe,Gesamtschule,Bielefeld,4,51.985,8.528,An der Rosenhöhe 11,33647,0
Martin-Niemöller-Gesamtschule,Gesamtschule,Bielefeld,5,52.054,8.543,Apfelstraße 210,33611,0
Gesamtschule Quelle (Gesamtschule Brackwede),Gesamtschule,Bielefeld,3,51.992,8.479,Marienfelder Str. 81,33649,0
Friedrich Wilhelm Murnau-Gesamtschule (Gesamtschule Stieghorst),Gesamtschule,Bielefeld,4,52.0,8.583,Am Wortkamp 3,33605,0
Georg-Müller-Schule (Evangelikale Bekenntnisschule),Gesamtschule,Bielefeld,5,51.941,8.51,Buschkampstraße 273,33659,0
Gymnasium Am Waldhof,Gymnasium,Bielefeld,4,52.019,8.529,Waldhof 8,33602,0
Hans-Ehrenberg-Gymnasium,Gymnasium,Bielefeld,3,51.948,8.587,Elbeallee 75,33689,0
georg-Müller-Schule (Evangelikales Gymnasium Bielefeld),Gymnasium,Bielefeld,5,52.002,8.568,Detmolder Str. 284,33605,0
Marienschule,Gymnasium,Bielefeld,4,52.048,8.546,Sieboldstraße 4A,33611,0
Max-Planck-Gymnasium,Gymnasium,Bielefeld,2,52.029,8.515,Stapenhorststraße 96,33615,0
Gymnasium Heepen,Gymnasium,Bielefeld,5,52.029,8.602,Alter Postweg 37,33719,0
Brackweder Gymnasium,Gymnasium,Bielefeld,4,51.983,8.501,Beckumer Str. 10,33647,0
Ratsgymnasium,Gymnasium,Bielefeld,3,52.019,8.528,Nebelswall 1,33602,0
Helmholtz-Gymnasium,Gymnasium,Bielefeld,3,52.018,8.547,Ravensberger Str. 131,33607,0
Ceciliengymnasium,Gymnasium,Bielefeld,4,52.016,8.548,Niedermühlenkamp 5,33604,0
Friedrich-von-Bodelschwingh-Schule,Gymnasium,Bielefeld,3,52.005,8.524,An der Rehwiese 65,33617,0
Hauptschule Lübbecke (Wiehenweg),Hauptschule,Lübbecke,3,52.312,8.61,Wiehenweg 35,32312,0
Bischof-Hermann-Kunst-Schule,Hauptschule,Espelkamp,5,52.383,8.618,Präses-Ernst-Wilm-Straße 2,32339,0
Waldschule,Hauptschule,Espelkamp,4,52.381,8.599,Koloniestraße 63,32339,0
Hauptschule Preußisch-Oldenburg (Offelter Weg),Hauptschule,Preußisch Oldendorf,3,52.305,8.502,Offelter Weg 21,32361,0
Hauptschule Rahden (Freiherr-vom-Stein-Straße9,Hauptschule,Rahden,2,52.435,8.618,Freiherr-vom-Stein-Straße 1,32369,0
Hauptschule Süd (geschlossen),Hauptschule,Minden,5,52.282,8.882,Piwittskamp 38,32429,0
Hauptschule Petershagen (Koppelweg),Hauptschule,Petershagen,2,52.376,8.962,Koppelweg 12,32469,0
Hauptschule Todtenhausen,Hauptschule,Minden,3,52.336,8.924,Schulstraße 8,32425,0
Hauptschule der Stadt Bad Oeynhausen (in der Wiehwisch),Hauptschule,Bad Oeynhausen,3,52.218,8.795,In der Wiehwisch 12,32549,0
Birger-Forell-Realschule (läuft aus),Realschule,Espelkamp,4,52.379,8.635,Kantstraße 34,32339,0
Realschule Preußisch Oldenburg (Mindener Straße),Realschule,Preußisch Oldendorf,2,52.306,8.491,Rathausstraße 3,32361,0
Freiherr-vom-Stein-Realschule,Realschule,Rahden,1,52.435,8.619,Freiherr-vom-Stein-Straße 1,32369,0
Käthe-Kollwitz-Realschule,Realschule,Minden,3,52.282,8.882,Piwittskamp 38,32429,0
Freiherr-von-Vincke-Realschule,Realschule,Minden,4,52.302,8.881,Zähringerallee 5,32425,0
Realschule Hausberge,Realschule,Porta Westfalica,1,52.231,8.924,Hoppenstraße 46,32457,0
Realschule im Schulzentrum Nord,Realschule,Bad Oeynhausen,2,52.218,8.792,Im Leingarten 29,32549,0
Realschule Lahde,Realschule,Petershagen,1,52.373,9.002,Bultweg 23,32469,0
Wittekind-Gymnasium,Gymnasium,Lübbecke,2,52.303,8.623,Ziegeleiweg 14,32312,0
Söderblöm-Gymnasium,Gymnasium,Espelkamp,1,52.38,8.635,Kantstraße 33,32339,0
Herder Gymnasium ,Gymnasium,Minden,2,52.291,8.91,Brüningstraße 2,32427,0
Besselgymnasium,Gymnasium,Minden,2,52.298,8.884,Hahler Str. 134,32427,0
Ratsgymnasium,Gymnasium,Minden,3,52.286,8.908,Königswall 28,32423,0
Immanuel-Kant-Gymnasium,Gymnasium,Bad Oeynhausen,2,52.202,8.814,Grüner Weg 28,32547,0
Gymnasium Petershagen (Hauptstraße),Gymnasium,Petershagen,1,52.379,8.965,Hauptstraße 15,32469,0
Stemweder-Berg-Schule,Realschule,Stemwede,1,52.434,8.461,Am Schulzentrum 10-14,32351,0
Realschule im Schulzentrum Süd,Realschule,Bad Oeynhausen,3,52.202,8.814,Grüner Weg 28,32547,0
Gymnasium Porta Westfalica (Hoppenstraße),Gymnasium,Porta Westfalica,1,52.231,8.924,Hoppenstraße 48,32457,0
Kurt-Tucholsky-Gesamtschule,Gesamtschule,Minden,4,52.289,8.91,Königswall 10,32423,0
Gesamtschule Hüllhorst (Osterstraße),Gesamtschule,Hüllhorst,2,52.275,8.672,Osterstraße 7,32609,0
Verbundschule Hille,Gesamtschule,Hille,1,52.336,8.739,Von Oeynhausen Str. 30,32479,0
Gymnasium Rahden (Freiherr-vom-Stein-Straße),Gymnasium,Rahden,1,52.436,8.619,Freiherr-vom-Stein-Straße 5,32369,0
Gesamtschule Porta Westfalica (Bruchstraße),Gesamtschule,Porta Westfalica,3,52.252,8.945,Bruchstraße 9,32457,0
Gesamtschule der Stadt Bad Oeynhausen (In der Wiehwisch),Gesamtschule,Bad Oeynhausen,3,52.218,8.795,In der Wiehwisch 12,32549,0
Freie Evangelische Gesamtschule ,Gesamtschule,Minden,5,52.311,8.882,Kingsleyallee 5,32425,0
Hauptschule Bünde,Hauptschule,Bünde,4,52.19,8.593,Heidestraße 41,32257,0
Hauptschule Löhne-West (geschlossen),Hauptschule,Löhne,2,52.18,8.682,Neuer Kamp 14,32584,0
Hauptschule Meierfeld,Hauptschule,Herford,4,52.121,8.684,Meierfeld 15,32049,0
Hauptschule Vlotho (Jägerortstraße),Hauptschule,Vlotho,2,52.159,8.861,Jägerortstraße 30,32602,0
Realschule Bünde-Mitte,Realschule,Bünde,3,52.192,8.586,Strotweg 19,32257,0
Goethe-Realschule,Realschule,Löhne,3,52.198,8.774,Goethestraße 67,32584,0
Geschwister-Scholl-Realschule,Realschule,Herford,4,52.112,8.679,Wiesestraße 33/a,32052,0
Realschule Bünde-Nord,Realschule,Bünde,2,52.205,8.558,Ringstraße 65,32257,0
Otto-Hahn-Realschule,Realschule,Herford,4,52.121,8.661,Uhlandstraße 16,32051,0
Realschule Enger (Ringstraße),Realschule,Enger,2,52.142,8.555,Ringstraße 75,32130,0
Realschule Löhne (Königstraße),Realschule,Löhne,2,52.192,8.716,Realschule Stadt Löhne,Franz-von-Borries-Straße,0
Ernst-Barlach-Realschule,Realschule,Herford,4,52.124,8.686,Graf-Kanitz-Straße 11,32049,0
Realschule Spenge (Immanuel-Kant-Straße),Realschule,Spenge,1,52.144,8.487,Immanuel-Kant-Straße 2,32139,0
Realschule Vlotho,Realschule,Vlotho,1,52.158,8.862,Jägerortstraße 30,32602,0
Gesamtschule Fiedenstal (Salzufler Straße9,Gesamtschule,Herford,5,52.106,8.694,Salzufler Str. 129,32052,0
Regenbogen-Gesamtschule Spenge,Gesamtschule,Spenge,3,52.145,8.487,Immanuel-Kant-Straße 2,32139,0
Gesamtschule Rödinghausen (An der Stertwelle),Gesamtschule,Rödinghausen,1,52.248,8.506,An der Stertwelle 34-38,32289,0
Olof-Palme-Gesamtschule,Gesamtschule,Hiddenhausen,3,52.152,8.637,Pestalozzistraße 5,32120,0
Erich-Kästner-Gesamtschule,Gesamtschule,Bünde,3,52.206,8.559,Ringstraße 59,32257,0
Bertold-Brecht-Gesamtschule,Gesamtschule,Löhne,3,52.22,8.711,Zur Schule 4,32584,0
Widukind-Gymnasium,Gymnasium,Enger,1,52.141,8.548,Tiefenbruchstraße 22,32130,0
Weser-Gymnasium Vlotho,Gymnasium,Vlotho,1,52.164,8.87,Professor-Domagk-Straße 12,32602,0
Gymnasium am Markt,Gymnasium,Bünde,2,52.195,8.586,Marktstraße 12,32257,0
Freiherr-vom-Stein-Gymnasium,Gymnasium,Bünde,2,52.206,8.557,Ringstraße 69,32257,0
Königin-Mathilde-Gymnasium,Gymnasium,Herford,2,52.116,8.689,Vlothoer Str. 1,32049,0
Ravensberger Gymnasium,Gymnasium,Herford,3,52.121,8.677,Werrestraße 10,32049,0
Friedrichs-Gymnasium,Gymnasium,Herford,2,52.121,8.674,Werrestraße 9,32049,0
Städtisches Gymnasium (Albert-Schweitzer-Straße),Gymnasium,Löhne,2,52.204,8.72,Albert-Schweitzer-Straße 16,32584,0
Hauptschule Sundern,Hauptschule,Sundern,2,51.321,8.0,Berliner Str. 57,59846,0
Binnerfeldschule,Hauptschule,Arnsberg,3,51.447,7.958,Graf-Galen-Straße 6,59755,0
St.-Petri-Schule,Hauptschule,Arnsberg,4,51.427,7.997,Petriweg 2,59759,0
Heinrich-Lübke-Schule,Hauptschule,Brilon,2,51.393,8.553,Zur Jakobuslinde 19,59929,0
Grimmeschule,Hauptschule,Arnsberg,3,51.451,7.968,Schwester-Aicharda-Straße 14,59755,0
Christine-Koch-Hauptschule,Hauptschule,Eslohe,1,51.257,8.167,Schulstraße 7,59889,0
Gemeinschaftshauptschule Marsberg (Trift),Hauptschule,Marsberg,2,51.46,8.846,Trift 33,34431,0
Hauptschule Olsberg (Am Schwesternheim),Hauptschule,Olsberg,3,51.357,8.486,Am Schwesternheim 5,59939,0
Christine-Koch-Schule,Hauptschule,Schmallenberg,1,51.162,8.286,Obringhauser Str. 38,57392,0
St.-Walburga-Hauptschule,Katholische Hauptschule,Meschede,3,51.342,8.295,Schederweg 57,59872,0
Verbundschule Winterberg-Siedlinghausen,Hauptschule und Realschule,Winterberg,1,51.252,8.469,Senge-Platten-Straße 10,59955,0
Theodor-Heuss-Schule,Hauptschule,Arnsberg,2,51.394,8.076,Sauerstraße 3-5,59821,0
Verbundschule Medebach Hallenberg,Hauptschule und Realschule,Hallenberg,1,51.115,8.615,Elbersbach 12,59969,0
Konrad-Adenauer-Schule,Hauptschule,Meschede,2,51.375,8.178,Im Ohl 9,59872,0
Realschule Sundern (Rotbuschweg),Realschule,Sundern,1,51.323,8.001,Rotbuschweg 28,59846,0
Realschule Eslohe (Schulstraße),Realschule,Eslohe,1,51.257,8.167,Schulstraße 6,59889,0
Städtische Realschule im August-Macke-Zentrum,Realschule,Meschede,2,51.342,8.296,Schederweg 59,59872,0
Realschule am Eichholz,Realschule,Arnsberg,2,51.394,8.076,Sauerstraße 3-5,59821,0
Erich-Kästner-Realschule,Realschule,Schmallenberg,1,51.19,8.305,Leißestraße,57392,0
Marienschule,Realschule,Brilon,1,51.394,8.566,Schulstraße 18,59929,0
Realschule Hüsten,Realschule,Arnsberg,2,51.432,8.002,Vogelbruch 7,59759,0
St.-Walburga-Schule,Realschule,Meschede,1,51.352,8.274,An Klocken Kapelle 18,59872,0
Realschule Bestwig im Franz-Hoffmeister-Schulzentrum,Realschule,Bestwig,2,51.364,8.41,Zum Schulzentrum 1,59909,0
Realschule Neheim,Realschule,Arnsberg,3,51.451,7.96,Goethestraße 16-18,59755,0
Realschule Marsberg (Lillers-Straße),Realschule,Marsberg,1,51.46,8.846,Trift 33,34431,0
Mariengymnasium,Gymnasium,Arnsberg,1,51.393,8.061,Königstraße 36A,59821,0
Gymnasium Sundern (Berliner Straße),Gymnasium,Sundern,1,51.321,8.0,Berliner Str. 55,59846,0
Gymnasium der Stadt Meschede (Schederweg),Gymnasium,Meschede,2,51.341,8.297,Schederweg 65,59872,0
Gymnasium Petrinum,Gymnasium,Brilon,1,51.357,8.463,Norbachstraße 1,59939,0
Franz-Stock-Gymnasium,Gymnasium,Arnsberg,2,51.437,7.968,Berliner Pl. 5,59759,0
Gymnasium der Benediktiner,Gymnasium,Meschede,1,51.354,8.278,Klosterberg 7,59872,0
Geschwister-Scholl-Gymnasium,Gymnasium,Winterberg,1,51.188,8.526,Ursulinenstraße 24,59955,0
Städtisches Gymnasium Schmallenberg (Obringhauser Straße),Gymnasium,Schmallenberg,1,51.162,8.286,Obringhauser Str. 38,57392,0
Carolus Magnus Gymnasium,Gymnasium,Marsberg,1,51.464,8.853,Schöffenwiese 2,34431,0
Laurentianum,Gymnasium,Arnsberg,1,51.392,8.065,Klosterstraße 26,59821,0
St.-Ursula-Gymnasium,Gymnasium,Arnsberg,2,51.448,7.971,Engelbertstraße 43,59755,0
